date	likes	retweets	replies
Wed, 28 Oct 2020 23:52:00 GMT	25944	5859	2505
Thu, 29 Oct 2020 00:15:00 GMT	259157	30691	14099
Thu, 29 Oct 2020 01:00:00 GMT	10279	1875	2892
Thu, 29 Oct 2020 01:20:00 GMT	22424	4346	2824
Thu, 29 Oct 2020 01:40:00 GMT	10532	2390	3485
Thu, 29 Oct 2020 13:34:00 GMT	53875	17958	3057
Thu, 29 Oct 2020 14:39:02 GMT	20906	3393	1492
Thu, 29 Oct 2020 14:39:02 GMT	57390	12437	4200
Thu, 29 Oct 2020 15:01:00 GMT	276713	29174	8853
Thu, 29 Oct 2020 16:01:00 GMT	18289	4597	2537
Thu, 29 Oct 2020 16:58:00 GMT	54174	9264	3185
Thu, 29 Oct 2020 17:15:00 GMT	40487	4641	1836
Thu, 29 Oct 2020 18:16:53 GMT	11871	2260	1960
Thu, 29 Oct 2020 19:00:00 GMT	48194	8230	7474
Thu, 29 Oct 2020 19:25:00 GMT	87764	9859	4103
Thu, 29 Oct 2020 19:45:00 GMT	67986	13047	6280
Thu, 29 Oct 2020 20:00:00 GMT	60816	19954	4773
Thu, 29 Oct 2020 20:25:00 GMT	8393	1804	1232
Thu, 29 Oct 2020 20:45:00 GMT	138914	10916	1736
Thu, 29 Oct 2020 21:26:43 GMT	45775	5938	3409
Thu, 29 Oct 2020 21:55:00 GMT	41142	10776	4121
Thu, 29 Oct 2020 22:31:00 GMT	37192	6639	3826
Thu, 29 Oct 2020 23:00:06 GMT	11897	2257	2461
Thu, 29 Oct 2020 23:42:00 GMT	32514	5193	3794
Fri, 30 Oct 2020 00:10:00 GMT	210618	23518	10450
Fri, 30 Oct 2020 01:15:00 GMT	212596	24813	9494
Fri, 30 Oct 2020 13:00:01 GMT	130598	67064	4417
Fri, 30 Oct 2020 13:29:27 GMT	195626	27993	5783
Fri, 30 Oct 2020 14:44:45 GMT	10801	2794	1026
Fri, 30 Oct 2020 15:10:00 GMT	64301	11097	3317
Fri, 30 Oct 2020 16:12:00 GMT	17006	5042	1399
Fri, 30 Oct 2020 16:35:00 GMT	33651	4649	3633
Fri, 30 Oct 2020 17:30:00 GMT	37897	11276	2980
Fri, 30 Oct 2020 17:51:40 GMT	10408	2054	1827
Fri, 30 Oct 2020 18:44:00 GMT	86338	23730	4351
